Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
-33.771111,25.386667,22-02-2006,183.582,2220.0,0.041
-33.771111,25.386667,22-04-1997,49.0,586.0,0.41
-33.771111,25.386667,22-05-1997,65.9,850.0,0.026
-33.771111,25.386667,22-07-1997,64.2,801.0,0.031
-33.771111,25.386667,22-08-2006,40.76,770.0,0.027
-33.771111,25.386667,22-09-1997,59.1,940.0,0.016
-33.771111,25.386667,22-09-2010,274.821,5080.0,0.148
-33.771111,25.386667,22-10-2003,171.469,2760.0,0.191
-33.771111,25.386667,22-11-1996,14.0,213.0,0.06
-33.771111,25.386667,22-11-2021,180.961,2251.41,2.251
-33.771111,25.386667,22-12-1998,113.3,1430.0,0.026
-33.771111,25.386667,23-01-1996,208.0,3160.0,0.054
-33.771111,25.386667,23-01-2008,74.716,935.0,0.069
-33.771111,25.386667,23-04-2003,49.513,890.0,0.043
-33.771111,25.386667,23-05-2007,89.732,1155.0,0.067
-33.771111,25.386667,23-05-2013,239.534,2563.0,1.881
-33.771111,25.386667,23-05-2016,185.3,2230.0,0.02
-33.771111,25.386667,23-06-1998,170.6,2060.0,0.207
-33.771111,25.386667,23-06-2004,205.342,3990.0,0.11
-33.771111,25.386667,23-06-2005,124.242,1600.0,0.069
-33.771111,25.386667,23-09-1997,68.6,900.0,0.008
-33.771111,25.386667,23-11-2005,224.443,3870.0,0.123
-33.771111,25.386667,23-11-2016,326.2,3146.0,0.416
-33.771111,25.386667,24-01-2007,208.258,3510.0,0.071
-33.771111,25.386667,24-01-2022,124.956,1474.4,0.442
-33.771111,25.386667,24-02-1998,198.0,3480.0,0.016
-33.771111,25.386667,24-03-1998,90.3,965.0,0.012
-33.771111,25.386667,24-04-2012,78.573,835.0,0.013
-33.771111,25.386667,24-04-2013,185.399,2457.0,0.034
-33.771111,25.386667,24-04-2014,150.082,1651.0,0.206
-33.771111,25.386667,24-05-2012,144.458,1168.0,0.01
-33.771111,25.386667,24-06-1997,64.5,643.0,0.048
-33.771111,25.386667,24-07-2001,204.292,3920.0,0.26
-33.771111,25.386667,24-07-2002,193.568,3520.0,0.44
-33.771111,25.386667,24-07-2015,46.22,649.0,0.021
-33.771111,25.386667,24-08-1999,194.2,3720.0,0.032
-33.771111,25.386667,24-09-2003,152.436,2280.0,0.027
-33.771111,25.386667,24-10-1995,217.5,4080.0,0.02
-33.771111,25.386667,24-10-2007,254.519,3650.0,1.222
-33.771111,25.386667,24-11-1998,176.4,3650.0,0.05
-33.771111,25.386667,24-12-1996,73.2,920.0,0.026
-33.771111,25.386667,25-01-2000,157.393,2150.0,0.025
-33.771111,25.386667,25-01-2006,113.717,1093.0,0.182
-33.771111,25.386667,25-02-1997,169.0,1796.0,0.06
-33.771111,25.386667,25-03-1997,225.4,2520.0,0.033
-33.771111,25.386667,25-05-2005,115.896,1810.0,0.048
-33.771111,25.386667,25-06-1996,8.7,100.0,0.041
-33.771111,25.386667,25-08-1998,97.5,1570.0,0.014
-33.771111,25.386667,25-08-2010,234.558,3752.0,0.082
-33.771111,25.386667,25-11-1997,177.6,2670.0,0.013
-33.771111,25.386667,26-02-2013,240.211,2865.0,0.319
-33.771111,25.386667,26-03-2003,162.736,3820.0,0.206
-33.771111,25.386667,26-05-1998,114.6,1136.0,0.031
-33.771111,25.386667,26-05-2004,171.289,3040.0,0.033
-33.771111,25.386667,26-06-2001,206.537,3910.0,0.179
-33.771111,25.386667,26-06-2015,33.96,510.0,0.02
-33.771111,25.386667,26-08-1997,118.5,2140.0,0.059
-33.771111,25.386667,26-10-2005,219.418,4670.0,0.051
-33.771111,25.386667,26-11-1996,22.0,427.0,0.02
-33.771111,25.386667,26-12-1995,170.8,3410.0,0.014
-33.771111,25.386667,27-01-1998,156.9,2510.0,0.026
-33.771111,25.386667,27-03-2014,158.631,1901.0,0.143
-33.771111,25.386667,27-04-2005,51.228,546.0,0.068
-33.771111,25.386667,27-05-1997,80.4,1330.0,0.029
-33.771111,25.386667,27-05-2015,157.568,1715.0,0.098
-33.771111,25.386667,27-07-1999,204.5,4090.0,0.016
-33.771111,25.386667,27-07-2011,15.56,269.1,0.01
-33.771111,25.386667,27-08-2003,138.487,2260.0,0.075
-33.771111,25.386667,27-10-1998,172.2,3210.0,0.093
-33.771111,25.386667,27-10-2004,287.456,3820.0,0.472
-33.771111,25.386667,28-01-1997,73.6,855.0,0.013
-33.771111,25.386667,28-02-2014,263.275,2627.92,0.162
-33.771111,25.386667,28-03-2006,216.864,3030.0,0.028
-33.771111,25.386667,28-03-2007,73.819,1077.0,0.022
-33.771111,25.386667,28-04-1998,92.6,952.0,0.011
-33.771111,25.386667,28-04-2004,184.063,3640.0,0.037
-33.771111,25.386667,28-05-1996,297.3,4550.0,0.042
-33.771111,25.386667,28-05-2003,59.733,887.0,0.067
-33.771111,25.386667,28-06-2006,54.821,761.0,0.135
-33.771111,25.386667,28-07-1998,183.3,2360.0,0.012
-33.771111,25.386667,28-07-2010,154.606,2690.0,0.01
-33.771111,25.386667,28-09-2004,220.396,3480.0,1.598
-33.771111,25.386667,28-09-2006,56.699,799.0,0.045
-33.771111,25.386667,28-09-2007,241.33,3180.0,0.956
-33.771111,25.386667,28-09-2016,149.9,1989.0,0.093
-33.771111,25.386667,28-10-1997,132.8,1900.0,0.04
-33.771111,25.386667,28-10-2009,167.77,1940.0,0.143
-33.771111,25.386667,28-11-1995,234.6,4940.0,0.279
-33.771111,25.386667,28-11-2000,66.427,815.0,0.024
-33.771111,25.386667,28-12-1999,200.341,4300.0,0.024
-33.771111,25.386667,29-02-2012,92.579,1009.0,0.147
-33.771111,25.386667,29-03-2012,32.407,446.0,0.01
-33.771111,25.386667,29-04-1997,54.1,657.0,0.043
-33.771111,25.386667,29-05-2001,197.238,3210.0,0.07
-33.771111,25.386667,29-05-2014,109.274,1202.0,0.119
-33.771111,25.386667,29-07-1997,54.3,858.0,0.019
-33.771111,25.386667,29-08-2007,135.064,2220.0,1.839
-33.771111,25.386667,29-09-1998,137.4,2070.0,0.09
-33.771111,25.386667,29-10-1996,29.8,561.0,0.096
-33.771111,25.386667,29-10-2008,150.004,1970.0,0.025
-33.771111,25.386667,29-11-2006,144.642,1920.0,0.378
-33.771111,25.386667,29-11-2011,152.053,1701.0,0.286
-33.771111,25.386667,30-04-1996,267.2,3760.0,0.057
-33.771111,25.386667,30-06-1995,105.3,1239.0,0.018
-33.771111,25.386667,30-06-2010,127.664,2530.0,0.014
-33.771111,25.386667,30-06-2011,,723.0,0.01
-33.771111,25.386667,30-07-2003,113.149,1950.0,0.027
-33.771111,25.386667,30-09-2009,227.536,2360.0,2.069
-33.771111,25.386667,30-11-1999,242.495,3580.0,0.074
-33.771111,25.386667,31-01-2013,259.788,2965.0,0.931
-33.771111,25.386667,31-03-1998,18.8,356.0,0.019
-33.771111,25.386667,31-03-2005,114.877,1460.0,0.054
-33.771111,25.386667,31-05-2006,29.711,519.0,0.045
-33.771111,25.386667,31-08-2005,201.946,3200.0,0.163
-33.771111,25.386667,31-10-1995,233.0,3740.0,0.072
-33.771111,25.386667,31-10-2000,221.01,4380.0,
-33.771111,25.386667,31-12-1996,27.2,371.0,0.03
-33.094444,25.012778,01-02-1993,100.8,374.0,0.407
-33.094444,25.012778,01-02-1999,113.9,885.0,0.184
-33.094444,25.012778,01-03-1999,135.1,2800.0,0.095
-33.094444,25.012778,01-09-1977,215.2,5038.0,0.111
-33.094444,25.012778,01-09-1981,166.7,5660.0,0.107
-33.094444,25.012778,01-10-2001,234.068,6710.0,0.038
-33.094444,25.012778,01-12-1977,174.9,6224.0,0.075
-33.094444,25.012778,02-01-1986,127.8,1070.0,0.015
-33.094444,25.012778,02-02-1978,106.0,5664.0,0.005
-33.094444,25.012778,02-04-1981,163.4,2221.0,0.185
-33.094444,25.012778,02-04-1992,101.3,710.0,0.07
-33.094444,25.012778,02-05-1979,29.4,13536.0,0.186
-33.094444,25.012778,02-06-1977,256.1,2302.0,0.313
-33.094444,25.012778,02-07-1978,212.0,5888.0,0.014
-33.094444,25.012778,02-07-1981,183.9,4125.0,0.119
-33.094444,25.012778,02-08-1983,81.5,1115.0,0.313
-33.094444,25.012778,02-09-1976,247.5,5084.0,0.032
-33.094444,25.012778,02-09-2002,,4500.0,0.06
-33.094444,25.012778,02-10-2002,,3980.0,0.149
-33.094444,25.012778,02-11-1978,69.2,1384.0,0.104
-33.094444,25.012778,02-11-1995,158.4,493.0,0.247
-33.094444,25.012778,02-12-1976,251.8,3866.0,0.054
-33.094444,25.012778,03-01-1984,88.8,1089.0,0.054
-33.094444,25.012778,03-03-1977,136.3,873.0,0.154
-33.094444,25.012778,03-04-1980,139.9,6430.0,0.01
-33.094444,25.012778,03-04-1997,166.7,3640.0,0.019
-33.094444,25.012778,03-04-1998,195.2,3150.0,0.129
-33.094444,25.012778,03-06-1976,228.3,3523.0,0.086
-33.094444,25.012778,03-08-1982,145.2,8128.0,0.105
-33.094444,25.012778,03-09-1978,144.5,6940.0,0.018
-33.094444,25.012778,03-11-1981,200.9,5196.0,0.12
-33.094444,25.012778,03-11-1988,140.4,448.0,0.267
-33.094444,25.012778,03-12-2001,224.092,5680.0,0.078
-33.094444,25.012778,04-03-1976,134.2,1550.0,0.18
-33.094444,25.012778,04-05-1982,136.1,2560.0,0.181
-33.094444,25.012778,04-05-1989,75.1,445.0,0.214
-33.094444,25.012778,04-06-1981,116.9,2080.0,0.134
-33.094444,25.012778,04-08-1977,254.7,4681.0,0.101
-33.094444,25.012778,04-08-1981,194.8,4896.0,0.122
-33.094444,25.012778,04-09-1975,167.6,6600.0,0.025
-33.094444,25.012778,04-09-1997,193.4,5820.0,0.016
-33.094444,25.012778,04-10-1983,141.7,5248.0,0.191
-33.094444,25.012778,04-12-1975,226.8,8030.0,0.144
-33.094444,25.012778,04-12-1980,85.9,1322.0,0.129
-33.094444,25.012778,04-12-2000,233.459,4240.0,0.107
-33.094444,25.012778,05-02-1981,152.8,2940.0,0.17
-33.094444,25.012778,05-03-1981,109.9,2016.0,0.182
-33.094444,25.012778,05-03-1998,145.3,3100.0,0.146
-33.094444,25.012778,05-03-2015,229.206,3321.0,0.119
-33.094444,25.012778,05-04-1993,101.2,357.0,0.246
-33.094444,25.012778,05-08-1976,256.8,3708.0,0.086
-33.094444,25.012778,05-10-1978,88.3,7633.0,0.018
-33.094444,25.012778,05-10-1989,121.4,2270.0,0.016
-33.094444,25.012778,05-12-1985,69.2,371.0,0.135
-33.094444,25.012778,05-12-1996,163.0,1762.0,0.11
-33.094444,25.012778,06-01-1977,209.0,6137.0,0.086
-33.094444,25.012778,06-01-2003,177.025,4890.0,0.032
-33.094444,25.012778,06-02-1975,129.6,8020.0,0.036
-33.094444,25.012778,06-02-1986,115.9,680.0,0.076
-33.094444,25.012778,06-02-1997,255.3,3330.0,0.098
-33.094444,25.012778,06-03-1975,88.9,6000.0,0.011
-33.094444,25.012778,06-03-1980,112.8,7299.0,0.046
-33.094444,25.012778,06-03-2007,83.239,330.0,0.382
-33.094444,25.012778,06-05-1976,260.5,3613.0,0.047
-33.094444,25.012778,06-05-2015,290.341,5190.0,0.09
-33.094444,25.012778,06-06-1978,181.3,6800.0,0.011
-33.094444,25.012778,06-06-1979,89.7,11400.0,0.051
-33.094444,25.012778,06-07-1982,110.4,6600.0,0.113
-33.094444,25.012778,06-08-1978,186.3,6620.0,0.014
-33.094444,25.012778,06-09-1983,143.6,4038.0,0.147
-33.094444,25.012778,06-10-1981,134.5,8800.0,0.016
-33.094444,25.012778,06-11-1975,326.4,7300.0,0.169
-33.094444,25.012778,06-11-1980,88.6,9736.0,0.028
-33.094444,25.012778,06-12-1999,132.587,3730.0,0.064
-33.094444,25.012778,07-01-1975,71.0,6500.0,0.014
-33.094444,25.012778,07-02-1980,89.9,11034.0,0.008
-33.094444,25.012778,07-02-1985,72.5,864.0,0.057
-33.094444,25.012778,07-02-1994,134.0,545.0,0.211
-33.094444,25.012778,07-02-2000,171.979,1600.0,0.205
-33.094444,25.012778,07-03-1994,120.8,415.0,0.201
-33.094444,25.012778,07-03-1996,133.0,677.0,0.166
-33.094444,25.012778,07-04-1988,86.1,484.0,0.079
-33.094444,25.012778,07-05-1981,184.3,4944.0,0.104
-33.094444,25.012778,07-08-1975,145.7,6600.0,1.063
-33.094444,25.012778,07-08-1980,34.8,12400.0,0.017
-33.094444,25.012778,07-08-1997,231.5,4830.0,0.022
-33.094444,25.012778,07-08-2006,91.298,588.0,0.182
-33.094444,25.012778,07-10-1976,248.2,1790.0,0.022
-33.094444,25.012778,07-10-2002,201.303,776.0,0.148
-33.094444,25.012778,07-11-1985,136.2,2336.0,0.022
-33.094444,25.012778,07-12-1989,158.3,1910.0,0.287
-33.094444,25.012778,08-02-1996,166.6,518.0,0.069
-33.094444,25.012778,08-02-1999,170.5,1780.0,0.017
-33.094444,25.012778,08-04-1976,230.3,2200.0,0.115
-33.094444,25.012778,08-06-1982,146.1,7420.0,0.118
-33.094444,25.012778,08-07-1976,249.8,4560.0,0.032
-33.094444,25.012778,08-09-1981,184.5,6631.0,0.076
-33.094444,25.012778,08-10-2001,170.573,7870.0,0.017
-33.094444,25.012778,08-10-2014,226.526,4290.0,0.039
-33.094444,25.012778,09-01-1986,150.2,1376.0,0.014
-33.094444,25.012778,09-01-1997,140.0,1343.0,0.18
-33.094444,25.012778,09-01-2014,94.995,440.15,0.229
-33.094444,25.012778,09-02-1978,204.9,6034.0,0.007
-33.094444,25.012778,09-04-1981,192.4,3200.0,0.151
-33.094444,25.012778,09-05-1979,16.2,14436.0,0.005
-33.094444,25.012778,09-07-1978,266.7,6130.0,0.005
-33.094444,25.012778,09-07-1981,185.9,4369.0,0.088
-33.094444,25.012778,09-08-1983,148.4,2523.0,0.427
-33.094444,25.012778,09-09-1976,214.1,5399.0,0.061
-33.094444,25.012778,09-09-2002,186.728,5980.0,0.145
-33.094444,25.012778,09-10-1975,4.0,6700.0,0.014
-33.094444,25.012778,09-10-1986,127.2,4224.0,0.007
-33.094444,25.012778,09-11-1978,102.7,7683.0,0.025
-33.094444,25.012778,09-11-1992,67.2,309.0,0.207
-33.094444,25.012778,09-12-1976,241.6,4548.0,0.036
-33.094444,25.012778,09-12-2009,69.506,275.0,0.361
-33.094444,25.012778,10-01-1984,179.2,3970.0,0.015
-33.094444,25.012778,10-01-1994,124.8,489.0,0.241
-33.094444,25.012778,10-01-2000,163.825,2970.0,0.071
-33.094444,25.012778,10-03-1977,178.0,1724.0,0.147
-33.094444,25.012778,10-03-1978,149.9,7500.0,0.025
-33.094444,25.012778,10-03-1988,111.1,1003.0,0.055
-33.094444,25.012778,10-03-2008,78.656,473.0,0.328
-33.094444,25.012778,10-04-2000,186.269,1031.0,0.2
-33.094444,25.012778,10-07-1975,148.6,5910.0,1.006
-33.094444,25.012778,10-07-1997,221.9,3980.0,0.056
-33.094444,25.012778,10-07-2000,220.616,4010.0,0.06
-33.094444,25.012778,10-08-1982,120.8,9360.0,0.059
-33.094444,25.012778,10-09-1978,127.6,6820.0,0.014
-33.094444,25.012778,10-11-1977,164.9,6000.0,0.032
-33.094444,25.012778,10-11-1981,202.1,6336.0,0.107
-33.094444,25.012778,10-11-1988,524.7,2080.0,7.598
-33.094444,25.012778,10-11-2003,410.5,1830.0,0.079
-33.094444,25.012778,10-12-1974,147.1,5700.0,0.007
-33.094444,25.012778,11-02-2016,223.5,2583.0,0.176
-33.094444,25.012778,11-03-1976,104.0,340.0,0.126
-33.094444,25.012778,11-03-1988,89.5,657.0,0.06
-33.094444,25.012778,11-03-2002,165.609,4100.0,0.098
-33.094444,25.012778,11-05-1982,175.2,4992.0,0.141
-33.094444,25.012778,11-06-1976,244.4,3480.0,0.043
-33.094444,25.012778,11-06-1978,189.6,6080.0,0.011
-33.094444,25.012778,11-06-1981,164.7,2400.0,0.15
-33.094444,25.012778,11-08-1976,264.9,4283.0,0.025
-33.094444,25.012778,11-08-1981,209.5,5664.0,0.116
-33.094444,25.012778,11-10-1979,162.4,4757.0,0.032
-33.094444,25.012778,11-10-1983,95.1,4096.0,0.058
-33.094444,25.012778,11-11-1976,193.6,2123.0,0.018
-33.094444,25.012778,11-11-2002,217.768,790.0,0.124
-33.094444,25.012778,12-02-1976,148.7,1080.0,0.165
-33.094444,25.012778,12-03-1981,175.1,2880.0,0.159
-33.094444,25.012778,12-05-1977,166.7,933.0,0.298
-33.094444,25.012778,12-06-1975,121.7,6300.0,0.162
-33.094444,25.012778,12-06-1997,136.5,2760.0,0.05
-33.094444,25.012778,12-06-2000,244.165,3540.0,0.098
-33.094444,25.012778,12-08-1997,198.1,4840.0,0.05
-33.094444,25.012778,12-10-1978,60.6,7990.0,0.022
-33.094444,25.012778,12-12-1985,88.2,620.0,0.06
-33.094444,25.012778,12-12-1996,152.0,1003.0,0.149
-33.094444,25.012778,12-12-2014,183.756,5540.0,0.08
-33.094444,25.012778,13-01-1977,229.9,5914.0,0.072
-33.094444,25.012778,13-02-1986,156.8,1360.0,0.017
-33.094444,25.012778,13-02-1992,115.4,364.0,0.378
-33.094444,25.012778,13-03-1980,162.9,4471.0,0.102
-33.094444,25.012778,13-03-2000,161.851,1134.0,0.197
-33.094444,25.012778,13-04-1982,146.0,5120.0,0.179
-33.094444,25.012778,13-05-1976,206.0,1790.0,0.022
-33.094444,25.012778,13-06-1979,87.3,11990.0,0.095
-33.094444,25.012778,13-07-1982,167.7,7514.0,0.075
-33.094444,25.012778,13-08-1978,167.2,6820.0,0.022
-33.094444,25.012778,13-09-1983,156.9,4801.0,0.166
-33.094444,25.012778,13-12-1999,78.809,4570.0,0.038
-33.094444,25.012778,14-02-1980,134.2,7000.0,0.028
-33.094444,25.012778,14-02-1985,158.5,1601.0,0.028
-33.094444,25.012778,14-02-1991,,1420.0,
-33.094444,25.012778,14-04-1988,167.9,1421.0,0.087
-33.094444,25.012778,14-05-1975,145.0,6800.0,0.101
-33.094444,25.012778,14-05-1981,180.7,4373.0,0.104
-33.094444,25.012778,14-08-1980,21.8,13600.0,0.015
-33.094444,25.012778,14-08-2000,265.979,5360.0,0.077
-33.094444,25.012778,14-09-1974,148.6,3400.0,0.032
-33.094444,25.012778,14-09-1978,142.1,6860.0,0.022
-33.094444,25.012778,14-10-1976,202.9,2247.0,0.14
-33.094444,25.012778,14-11-1974,51.2,5200.0,0.005
-33.094444,25.012778,14-11-1985,171.1,2816.0,0.194
-33.094444,25.012778,14-11-1996,135.0,714.0,0.26
-33.094444,25.012778,14-12-1977,208.2,6709.0,0.025
-33.094444,25.012778,14-12-1978,157.5,6788.0,0.032
-33.094444,25.012778,15-01-2001,112.212,2190.0,0.179
-33.094444,25.012778,15-02-1999,185.1,2450.0,0.108
-33.094444,25.012778,15-02-2000,157.524,1153.0,0.18
-33.094444,25.012778,15-03-1976,165.9,950.0,0.068
-33.094444,25.012778,15-03-1999,168.9,2160.0,0.181
-33.094444,25.012778,15-05-2000,254.443,2850.0,0.244
-33.094444,25.012778,15-06-1982,158.2,6000.0,0.139
-33.094444,25.012778,15-09-1981,179.9,6942.0,0.068
-33.094444,25.012778,15-10-1998,186.0,5350.0,0.04
-33.094444,25.012778,15-11-1979,110.4,8720.0,0.022
-33.094444,25.012778,15-12-1981,146.1,4390.0,0.094
-33.094444,25.012778,16-01-1976,238.0,5150.0,0.129
-33.094444,25.012778,16-01-1986,171.2,1623.0,0.165
-33.094444,25.012778,16-03-1976,170.8,1050.0,0.104
-33.094444,25.012778,16-04-1981,189.7,3808.0,0.126
-33.094444,25.012778,16-05-1979,26.9,14100.0,0.052
-33.094444,25.012778,16-07-1976,270.3,4691.0,0.061
-33.094444,25.012778,16-07-1978,219.8,5990.0,0.011
-33.094444,25.012778,16-07-1981,183.6,4736.0,0.084
-33.094444,25.012778,16-08-1983,151.7,2773.0,0.349
-33.094444,25.012778,16-09-1976,218.7,5600.0,0.025
-33.094444,25.012778,16-09-2002,,1840.0,0.185
-33.094444,25.012778,16-11-1978,82.4,6618.0,0.018
-33.094444,25.012778,17-01-1985,95.8,1454.0,0.839
-33.094444,25.012778,17-01-2005,87.661,681.0,0.243
-33.094444,25.012778,17-02-1977,179.0,6229.0,0.029
-33.094444,25.012778,17-03-1976,174.5,2200.0,0.054
-33.094444,25.012778,17-03-1977,201.7,2727.0,0.14
-33.094444,25.012778,17-04-1997,190.6,3940.0,0.05
-33.094444,25.012778,17-05-1993,147.1,426.0,0.022
-33.094444,25.012778,17-06-1976,248.4,3994.0,0.029
-33.094444,25.012778,17-07-1980,81.8,12287.0,0.008
-33.094444,25.012778,17-08-1982,106.2,8740.0,0.063
-33.094444,25.012778,17-10-1974,151.2,1800.0,0.032
-33.094444,25.012778,17-10-1979,238.4,5925.0,0.02
-33.094444,25.012778,17-10-1985,73.1,576.0,0.125
-33.094444,25.012778,18-01-1999,194.7,2780.0,0.141
-33.094444,25.012778,18-03-1976,185.4,1400.0,0.14
-33.094444,25.012778,18-04-1985,129.4,1485.0,0.245
-33.094444,25.012778,18-05-1977,189.5,1551.0,0.208
-33.094444,25.012778,18-05-1982,192.2,6176.0,0.127
-33.094444,25.012778,18-06-1978,226.9,5880.0,0.018
-33.094444,25.012778,18-06-1981,170.3,3212.0,0.135
-33.094444,25.012778,18-08-1981,194.7,5665.0,0.098
-33.094444,25.012778,18-11-1976,200.4,2448.0,0.101
-33.094444,25.012778,19-01-1978,233.3,4659.0,0.036
-33.094444,25.012778,19-01-1982,172.9,6394.0,0.117
-33.094444,25.012778,19-01-1989,113.1,1292.0,0.018
-33.094444,25.012778,19-01-1995,,539.0,
-33.094444,25.012778,19-02-1981,189.0,3616.0,0.129
-33.094444,25.012778,19-03-1975,79.6,4350.0,0.005
-33.094444,25.012778,19-03-1976,189.8,1450.0,0.079
-33.094444,25.012778,19-03-1981,178.1,3667.0,0.099
-33.094444,25.012778,19-08-1976,261.6,4765.0,0.014
-33.094444,25.012778,19-09-1975,190.4,6000.0,0.036
-33.094444,25.012778,19-10-1978,56.3,8769.0,0.007
-33.094444,25.012778,19-11-2001,176.883,4320.0,0.049
-33.094444,25.012778,19-12-1975,240.0,7370.0,0.014
-33.094444,25.012778,19-12-1985,137.2,1220.0,0.213
-33.094444,25.012778,20-01-1977,229.6,6115.0,0.022
-33.094444,25.012778,20-02-1975,127.3,5660.0,0.065
-33.094444,25.012778,20-02-1986,172.7,1760.0,0.032
-33.094444,25.012778,20-02-1997,239.0,3630.0,0.11
-33.094444,25.012778,20-03-1976,198.6,1500.0,0.05
-33.094444,25.012778,20-03-1980,167.5,6340.0,0.053
-33.094444,25.012778,20-04-1982,176.5,6959.0,0.121
-33.094444,25.012778,20-04-1993,140.9,436.0,0.013
-33.094444,25.012778,20-05-1976,257.5,2581.0,0.047
-33.094444,25.012778,20-06-1979,93.7,12000.0,0.068
-33.094444,25.012778,20-07-1982,170.4,7820.0,0.092
-33.094444,25.012778,20-08-1978,159.4,6980.0,0.014
-33.094444,25.012778,20-09-1983,137.6,3426.0,0.051
-33.094444,25.012778,20-10-1981,142.0,2752.0,0.108
-33.094444,25.012778,20-11-1975,294.0,8140.0,0.226
-33.094444,25.012778,20-11-2000,128.695,1241.0,0.27
-33.094444,25.012778,21-01-1975,93.2,6500.0,0.223
-33.094444,25.012778,21-02-1985,210.8,1613.0,0.042
-33.094444,25.012778,21-02-1994,83.6,310.0,0.232
-33.094444,25.012778,21-03-1976,207.8,1550.0,0.068
-33.094444,25.012778,21-03-1994,196.5,1140.0,0.176
-33.094444,25.012778,21-04-1977,252.0,3328.0,0.154
-33.094444,25.012778,21-04-1988,203.3,1578.0,0.17
-33.094444,25.012778,21-05-1981,176.2,5268.0,0.095
-33.094444,25.012778,21-05-2001,217.845,4040.0,0.075
-33.094444,25.012778,21-07-1977,269.4,4388.0,0.126
-33.094444,25.012778,21-08-1975,116.1,6450.0,0.061
-33.094444,25.012778,21-08-1980,5.3,14200.0,0.005
-33.094444,25.012778,21-08-1997,217.1,4740.0,0.026
-33.094444,25.012778,21-09-1978,121.7,7141.0,0.025
-33.094444,25.012778,21-10-1976,211.1,2738.0,0.226
-33.094444,25.012778,21-11-1985,95.2,1240.0,0.396
-33.094444,25.012778,22-02-1993,107.6,391.0,0.357
-33.094444,25.012778,22-02-1996,79.6,318.0,0.229
-33.094444,25.012778,22-02-1999,173.1,2570.0,0.098
-33.094444,25.012778,22-03-1976,175.4,1200.0,0.065
-33.094444,25.012778,22-04-1976,221.9,3204.0,0.133
-33.094444,25.012778,22-06-1982,132.5,6667.0,0.126
-33.094444,25.012778,22-07-1976,249.2,3959.0,0.025
-33.094444,25.012778,22-09-1981,164.2,7500.0,0.078
-33.094444,25.012778,22-10-1998,189.9,4800.0,0.062
-33.094444,25.012778,22-11-1978,57.9,8740.0,0.029
-33.094444,25.012778,23-01-1997,216.0,3250.0,0.13
-33.094444,25.012778,23-02-1977,145.2,946.0,0.075
-33.094444,25.012778,23-04-1975,124.5,5170.0,0.032
-33.094444,25.012778,23-04-1981,193.4,4273.0,0.122
-33.094444,25.012778,23-04-2001,84.08,1280.0,0.136
-33.094444,25.012778,23-05-1979,94.7,11214.0,0.068
-33.094444,25.012778,23-06-1976,301.0,4146.0,0.072
-33.094444,25.012778,23-07-1978,199.5,6029.0,0.011
-33.094444,25.012778,23-07-1981,172.0,4949.0,0.05
-33.094444,25.012778,23-07-2015,241.422,10410.0,0.02
-33.094444,25.012778,23-09-1976,226.1,5738.0,0.029
-33.094444,25.012778,23-09-2002,,2660.0,0.131
-33.094444,25.012778,23-10-1975,178.1,7300.0,0.029
-33.094444,25.012778,23-11-1989,117.2,1016.0,0.078
-33.094444,25.012778,24-01-1980,110.9,3191.0,0.159
-33.094444,25.012778,24-01-1985,171.1,2604.0,0.025
-33.094444,25.012778,24-01-2000,125.159,3260.0,0.032
-33.094444,25.012778,24-03-1976,166.5,950.0,0.09
-33.094444,25.012778,24-03-1977,226.4,2948.0,0.079
-33.094444,25.012778,24-03-1988,162.0,1143.0,0.041
-33.094444,25.012778,24-04-1978,166.7,6500.0,0.011
-33.094444,25.012778,24-04-2000,217.481,1860.0,0.027
-33.094444,25.012778,24-07-1975,145.1,6200.0,0.032
-33.094444,25.012778,24-07-1980,181.8,12741.0,0.01
-33.094444,25.012778,24-07-1997,224.1,4260.0,0.048
-33.094444,25.012778,24-07-2000,216.565,4980.0,0.055
-33.094444,25.012778,24-10-1985,114.8,2240.0,0.012
-33.094444,25.012778,25-01-1996,112.4,340.0,0.158
-33.094444,25.012778,25-02-1988,126.0,2326.0,0.036
-33.094444,25.012778,25-03-1976,161.7,370.0,0.007
-33.094444,25.012778,25-04-1979,29.3,13229.0,0.394
-33.094444,25.012778,25-04-1985,169.6,2480.0,0.026
-33.094444,25.012778,25-06-1978,196.2,5920.0,0.014
-33.094444,25.012778,25-06-1981,197.2,3712.0,0.12
-33.094444,25.012778,25-08-1981,167.8,5710.0,0.079
-33.094444,25.012778,25-11-1976,250.7,3352.0,0.061
-33.094444,25.012778,25-11-2002,,791.0,0.113
-33.094444,25.012778,26-01-1978,197.3,5395.0,0.014
-33.094444,25.012778,26-01-1995,161.5,1201.0,0.376
-33.094444,25.012778,26-02-1976,201.9,2500.0,0.154
-33.094444,25.012778,26-02-1981,204.9,3511.0,0.064
-33.094444,25.012778,26-02-2001,145.477,4430.0,0.045
-33.094444,25.012778,26-03-1981,83.2,444.0,0.353
-33.094444,25.012778,26-05-1976,246.3,3068.0,0.054
-33.094444,25.012778,26-05-1977,250.5,2384.0,0.205
-33.094444,25.012778,26-06-1975,153.5,6090.0,0.6
-33.094444,25.012778,26-06-1980,68.4,12268.0,0.033
-33.094444,25.012778,26-06-1997,250.7,4280.0,0.043
