GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
ZAF00221;2014-07-22;12:19;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2014-10-02;12:50;0.0;Alk-Tot;0;;79.797;mg/l;Fair;
ZAF00221;2014-10-02;12:50;0.0;EC;0;;429.0;µS/cm;Fair;
ZAF00221;2014-10-02;12:50;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2014-12-05;08:17;0.0;Alk-Tot;0;;109.718;mg/l;Fair;
ZAF00221;2014-12-05;08:17;0.0;EC;0;;559.0;µS/cm;Fair;
ZAF00221;2014-12-05;08:17;0.0;DRP;0;;0.046;mg/l;Fair;
ZAF00221;2015-02-13;12:45;0.0;Alk-Tot;0;;113.668;mg/l;Fair;
ZAF00221;2015-02-13;12:45;0.0;EC;0;;538.0;µS/cm;Fair;
ZAF00221;2015-02-13;12:45;0.0;DRP;0;;0.026;mg/l;Fair;
ZAF00221;2015-05-07;11:21;0.0;Alk-Tot;0;;69.618;mg/l;Fair;
ZAF00221;2015-05-07;11:21;0.0;EC;0;;382.0;µS/cm;Fair;
ZAF00221;2015-05-07;11:21;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2015-07-02;11:16;0.0;Alk-Tot;0;;74.266;mg/l;Fair;
ZAF00221;2015-07-02;11:16;0.0;EC;0;;403.0;µS/cm;Fair;
ZAF00221;2015-07-02;11:16;0.0;DRP;0;;0.072;mg/l;Fair;
ZAF00221;2015-08-27;12:25;0.0;Alk-Tot;0;;83.407;mg/l;Fair;
ZAF00221;2015-08-27;12:25;0.0;EC;0;;447.0;µS/cm;Fair;
ZAF00221;2015-08-27;12:25;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2015-10-15;10:20;0.0;Alk-Tot;0;;121.784;mg/l;Fair;
ZAF00221;2015-10-15;10:20;0.0;EC;0;;655.0;µS/cm;Fair;
ZAF00221;2015-10-15;10:20;0.0;DRP;0;;0.194;mg/l;Fair;
ZAF00221;2015-12-16;12:56;0.0;Alk-Tot;0;;132.733;mg/l;Fair;
ZAF00221;2015-12-16;12:56;0.0;EC;0;;643.0;µS/cm;Fair;
ZAF00221;2015-12-16;12:56;0.0;DRP;0;;0.041;mg/l;Fair;
ZAF00221;2016-03-31;13:12;0.0;Alk-Tot;0;;137.6;mg/l;Fair;
ZAF00221;2016-03-31;13:12;0.0;EC;0;;656.0;µS/cm;Fair;
ZAF00221;2016-03-31;13:12;0.0;DRP;0;;0.026;mg/l;Fair;
ZAF00221;2016-06-02;02:24;0.0;Alk-Tot;0;;135.8;mg/l;Fair;
ZAF00221;2016-06-02;02:24;0.0;EC;0;;677.0;µS/cm;Fair;
ZAF00221;2016-06-02;02:24;0.0;DRP;0;;0.026;mg/l;Fair;
ZAF00221;2016-07-29;11:26;0.0;Alk-Tot;0;;110.1;mg/l;Fair;
ZAF00221;2016-07-29;11:26;0.0;EC;0;;569.0;µS/cm;Fair;
ZAF00221;2016-07-29;11:26;0.0;DRP;0;;0.025;mg/l;Fair;
ZAF00221;2016-09-26;12:58;0.0;Alk-Tot;0;;148.2;mg/l;Fair;
ZAF00221;2016-09-26;12:58;0.0;EC;0;;811.0;µS/cm;Fair;
ZAF00221;2016-09-26;12:58;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2016-11-28;11:44;0.0;Alk-Tot;0;;138.3;mg/l;Fair;
ZAF00221;2016-11-28;11:44;0.0;EC;0;;710.0;µS/cm;Fair;
ZAF00221;2016-11-28;11:44;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2017-03-16;09:36;0.0;Alk-Tot;0;;131.4;mg/l;Fair;
ZAF00221;2017-03-16;09:36;0.0;EC;0;;702.0;µS/cm;Fair;
ZAF00221;2017-03-16;09:36;0.0;DRP;0;;0.05;mg/l;Fair;
ZAF00221;2017-05-22;12:55;0.0;Alk-Tot;0;;117.0;mg/l;Fair;
ZAF00221;2017-05-22;12:55;0.0;EC;0;;674.0;µS/cm;Fair;
ZAF00221;2017-05-22;12:55;0.0;DRP;0;;0.24;mg/l;Fair;
ZAF00221;2017-06-22;15:38;0.0;Alk-Tot;0;;147.2;mg/l;Fair;
ZAF00221;2017-06-22;15:38;0.0;EC;0;;690.0;µS/cm;Fair;
ZAF00221;2017-06-22;15:38;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2017-07-27;13:24;0.0;Alk-Tot;0;;129.5;mg/l;Fair;
ZAF00221;2017-07-27;13:24;0.0;EC;0;;622.0;µS/cm;Fair;
ZAF00221;2017-07-27;13:24;0.0;DRP;0;;0.025;mg/l;Fair;
ZAF00221;2017-08-24;08:30;0.0;Alk-Tot;0;;124.6;mg/l;Fair;
ZAF00221;2017-08-24;08:30;0.0;EC;0;;573.0;µS/cm;Fair;
ZAF00221;2017-08-24;08:30;0.0;DRP;0;;0.032;mg/l;Fair;
ZAF00221;2017-09-20;13:30;0.0;Alk-Tot;0;;102.8;mg/l;Fair;
ZAF00221;2017-09-20;13:30;0.0;EC;0;;527.0;µS/cm;Fair;
ZAF00221;2017-09-20;13:30;0.0;DRP;0;;0.043;mg/l;Fair;
ZAF00221;2017-11-16;14:00;0.0;Alk-Tot;0;;82.1;mg/l;Fair;
ZAF00221;2017-11-16;14:00;0.0;EC;0;;432.0;µS/cm;Fair;
ZAF00221;2017-11-16;14:00;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2018-01-11;13:19;0.0;Alk-Tot;0;;88.7;mg/l;Fair;
ZAF00221;2018-01-11;13:19;0.0;EC;0;;477.0;µS/cm;Fair;
ZAF00221;2018-01-11;13:19;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00221;2018-03-12;12:00;0.0;EC;0;;440.0;µS/cm;Fair;
ZAF00221;2018-03-12;12:00;0.0;DRP;0;;0.3;mg/l;Fair;
ZAF00221;2019-04-29;09:46;0.0;EC;0;;470.0;µS/cm;Fair;
ZAF00221;2019-04-29;09:46;0.0;DRP;0;<;0.1;mg/l;Fair;
ZAF00221;2019-12-03;10:50;0.0;EC;0;;396.0;µS/cm;Fair;
ZAF00221;2019-12-03;10:50;0.0;DRP;0;<;0.1;mg/l;Fair;
ZAF00224;2022-01-24;10:05;0.0;Alk-Tot;0;;33.672;mg/l;Suspect;
ZAF00224;2022-01-24;10:05;0.0;EC;0;;82.2;µS/cm;Suspect;
ZAF00224;2022-01-24;10:05;0.0;DRP;0;;0.012;mg/l;Suspect;
ZAF00224;2021-09-13;15:20;0.0;Alk-Tot;0;;66.906;mg/l;Suspect;
ZAF00224;2021-09-13;15:20;0.0;EC;0;;179.2;µS/cm;Suspect;
ZAF00224;2021-09-13;15:20;0.0;DRP;0;<;0.01;mg/l;Suspect;
ZAF00224;2021-07-20;11:20;0.0;Alk-Tot;0;;60.383;mg/l;Suspect;
ZAF00224;2021-07-20;11:20;0.0;EC;0;;146.9;µS/cm;Suspect;
ZAF00224;2021-07-20;11:20;0.0;DRP;0;<;0.01;mg/l;Suspect;
ZAF00224;2021-11-02;16:30;0.0;Alk-Tot;0;;30.289;mg/l;Suspect;
ZAF00224;2021-11-02;16:30;0.0;EC;0;;73.11;µS/cm;Suspect;
ZAF00224;2021-11-02;16:30;0.0;DRP;0;<;0.01;mg/l;Suspect;
ZAF00224;2008-05-27;13:00;0.0;Alk-Tot;0;;50.854;mg/l;Fair;
ZAF00224;2008-05-27;13:00;0.0;EC;0;;152.0;µS/cm;Fair;
ZAF00224;2008-05-27;13:00;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00224;2008-03-04;10:00;0.0;Alk-Tot;0;;30.467;mg/l;Fair;
ZAF00224;2008-03-04;10:00;0.0;EC;0;;99.0;µS/cm;Fair;
ZAF00224;2008-03-04;10:00;0.0;DRP;0;;0.027;mg/l;Fair;
ZAF00224;2007-11-27;08:51;0.0;Alk-Tot;0;;40.929;mg/l;Fair;
ZAF00224;2007-11-27;08:51;0.0;EC;0;;145.0;µS/cm;Fair;
ZAF00224;2007-11-27;08:51;0.0;DRP;0;;0.041;mg/l;Fair;
ZAF00224;2007-05-16;12:26;0.0;Alk-Tot;0;;54.052;mg/l;Fair;
ZAF00224;2007-05-16;12:26;0.0;EC;0;;175.0;µS/cm;Fair;
ZAF00224;2007-05-16;12:26;0.0;DRP;0;;0.024;mg/l;Fair;
ZAF00224;2007-02-21;10:00;0.0;Alk-Tot;0;;45.991;mg/l;Fair;
ZAF00224;2007-02-21;10:00;0.0;EC;0;;133.0;µS/cm;Fair;
ZAF00224;2007-02-21;10:00;0.0;DRP;0;;0.072;mg/l;Fair;
ZAF00224;2006-11-22;13:07;0.0;Alk-Tot;0;;22.711;mg/l;Fair;
ZAF00224;2006-11-22;13:07;0.0;EC;0;;84.4;µS/cm;Fair;
ZAF00224;2006-11-22;13:07;0.0;DRP;0;;0.06;mg/l;Fair;
ZAF00224;2006-09-18;13:25;0.0;Alk-Tot;0;;50.317;mg/l;Fair;
ZAF00224;2006-09-18;13:25;0.0;EC;0;;153.0;µS/cm;Fair;
ZAF00224;2006-09-18;13:25;0.0;DRP;0;;0.043;mg/l;Fair;
ZAF00224;2006-10-11;11:23;0.0;Alk-Tot;0;;24.262;mg/l;Fair;
ZAF00224;2006-10-11;11:23;0.0;EC;0;;115.0;µS/cm;Fair;
ZAF00224;2006-10-11;11:23;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00224;2007-01-10;12:30;0.0;Alk-Tot;0;;50.111;mg/l;Fair;
ZAF00224;2007-01-10;12:30;0.0;EC;0;;170.0;µS/cm;Fair;
ZAF00224;2007-01-10;12:30;0.0;DRP;0;;0.076;mg/l;Fair;
ZAF00224;2007-04-04;12:58;0.0;Alk-Tot;0;;55.32;mg/l;Fair;
ZAF00224;2007-04-04;12:58;0.0;EC;0;;163.0;µS/cm;Fair;
ZAF00224;2007-04-04;12:58;0.0;DRP;0;;0.055;mg/l;Fair;
ZAF00224;2007-10-19;13:00;0.0;Alk-Tot;0;;89.944;mg/l;Fair;
ZAF00224;2007-10-19;13:00;0.0;EC;0;;327.0;µS/cm;Fair;
ZAF00224;2007-10-19;13:00;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00224;2008-01-22;10:00;0.0;Alk-Tot;0;;26.451;mg/l;Fair;
ZAF00224;2008-01-22;10:00;0.0;EC;0;;114.4;µS/cm;Fair;
ZAF00224;2008-01-22;10:00;0.0;DRP;0;;0.035;mg/l;Fair;
ZAF00224;2008-04-09;13:00;0.0;EC;0;;124.3;µS/cm;Fair;
ZAF00224;2008-07-22;10:00;0.0;EC;0;;152.0;µS/cm;Fair;
ZAF00224;2008-07-22;10:00;0.0;DRP;0;;0.063;mg/l;Fair;
ZAF00224;2018-06-14;08:50;0.0;Alk-Tot;0;;61.5;mg/l;Fair;
ZAF00224;2018-06-14;08:50;0.0;EC;0;;210.0;µS/cm;Fair;
ZAF00224;2018-06-14;08:50;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2018-04-25;16:30;0.0;Alk-Tot;0;;44.8;mg/l;Fair;
ZAF00224;2018-04-25;16:30;0.0;EC;0;;161.0;µS/cm;Fair;
ZAF00224;2018-04-25;16:30;0.0;DRP;0;;0.036;mg/l;Fair;
ZAF00224;2018-02-07;08:56;0.0;Alk-Tot;0;;17.0;mg/l;Fair;
ZAF00224;2018-02-07;08:56;0.0;EC;0;;86.0;µS/cm;Fair;
ZAF00224;2018-02-07;08:56;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00224;2017-12-13;08:20;0.0;Alk-Tot;0;;35.0;mg/l;Fair;
ZAF00224;2017-12-13;08:20;0.0;EC;0;;117.0;µS/cm;Fair;
ZAF00224;2017-12-13;08:20;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2017-10-18;08:12;0.0;Alk-Tot;0;;17.9;mg/l;Fair;
ZAF00224;2017-10-18;08:12;0.0;EC;0;;104.0;µS/cm;Fair;
ZAF00224;2017-10-18;08:12;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2017-08-23;08:28;0.0;Alk-Tot;0;;64.7;mg/l;Fair;
ZAF00224;2017-08-23;08:28;0.0;EC;0;;179.0;µS/cm;Fair;
ZAF00224;2017-08-23;08:28;0.0;DRP;0;;0.028;mg/l;Fair;
ZAF00224;2017-05-25;09:05;0.0;Alk-Tot;0;;39.8;mg/l;Fair;
ZAF00224;2017-05-25;09:05;0.0;EC;0;;118.0;µS/cm;Fair;
ZAF00224;2017-05-25;09:05;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2017-02-15;09:00;0.0;Alk-Tot;0;;21.6;mg/l;Fair;
ZAF00224;2017-02-15;09:00;0.0;EC;0;;92.0;µS/cm;Fair;
ZAF00224;2017-02-15;09:00;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2016-12-01;09:32;0.0;Alk-Tot;0;;57.0;mg/l;Fair;
ZAF00224;2016-12-01;09:32;0.0;EC;0;;163.0;µS/cm;Fair;
ZAF00224;2016-12-01;09:32;0.0;DRP;0;;0.046;mg/l;Fair;
ZAF00224;2016-07-07;14:54;0.0;Alk-Tot;0;;52.9;mg/l;Fair;
ZAF00224;2016-07-07;14:54;0.0;EC;0;;149.0;µS/cm;Fair;
ZAF00224;2016-07-07;14:54;0.0;DRP;0;;0.035;mg/l;Fair;
ZAF00224;2016-05-12;09:20;0.0;Alk-Tot;0;;50.4;mg/l;Fair;
ZAF00224;2016-05-12;09:20;0.0;EC;0;;133.0;µS/cm;Fair;
ZAF00224;2016-05-12;09:20;0.0;DRP;0;;0.035;mg/l;Fair;
ZAF00224;2016-03-30;18:00;0.0;Alk-Tot;0;;41.2;mg/l;Fair;
ZAF00224;2016-03-30;18:00;0.0;EC;0;;160.0;µS/cm;Fair;
ZAF00224;2016-03-30;18:00;0.0;DRP;0;;0.027;mg/l;Fair;
ZAF00224;2016-01-14;08:24;0.0;Alk-Tot;0;;50.518;mg/l;Fair;
ZAF00224;2016-01-14;08:24;0.0;EC;0;;146.7;µS/cm;Fair;
ZAF00224;2016-01-14;08:24;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-12-02;10:02;0.0;Alk-Tot;0;;56.13;mg/l;Fair;
ZAF00224;2015-12-02;10:02;0.0;EC;0;;165.3;µS/cm;Fair;
ZAF00224;2015-12-02;10:02;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-09-30;10:35;0.0;Alk-Tot;0;;60.321;mg/l;Fair;
ZAF00224;2015-09-30;10:35;0.0;EC;0;;197.5;µS/cm;Fair;
ZAF00224;2015-09-30;10:35;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-08-05;09:40;0.0;Alk-Tot;0;;66.382;mg/l;Fair;
ZAF00224;2015-08-05;09:40;0.0;EC;0;;217.3;µS/cm;Fair;
ZAF00224;2015-08-05;09:40;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-06-19;10:26;0.0;Alk-Tot;0;;48.068;mg/l;Fair;
ZAF00224;2015-06-19;10:26;0.0;EC;0;;143.1;µS/cm;Fair;
ZAF00224;2015-06-19;10:26;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-04-22;10:33;0.0;Alk-Tot;0;;32.324;mg/l;Fair;
ZAF00224;2015-04-22;10:33;0.0;EC;0;;114.0;µS/cm;Fair;
ZAF00224;2015-04-22;10:33;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2015-02-11;10:01;0.0;Alk-Tot;0;;33.988;mg/l;Fair;
ZAF00224;2015-02-11;10:01;0.0;EC;0;;103.4;µS/cm;Fair;
ZAF00224;2015-02-11;10:01;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2014-10-29;09:44;0.0;Alk-Tot;0;;54.212;mg/l;Fair;
ZAF00224;2014-10-29;09:44;0.0;EC;0;;156.4;µS/cm;Fair;
ZAF00224;2014-10-29;09:44;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2014-09-03;09:30;0.0;Alk-Tot;0;;83.822;mg/l;Fair;
ZAF00224;2014-09-03;09:30;0.0;EC;0;;235.3;µS/cm;Fair;
ZAF00224;2014-09-03;09:30;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2014-07-09;09:26;0.0;Alk-Tot;0;;93.625;mg/l;Fair;
ZAF00224;2014-07-09;09:26;0.0;EC;0;;266.4;µS/cm;Fair;
ZAF00224;2014-07-09;09:26;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2014-05-14;10:04;0.0;Alk-Tot;0;;58.746;mg/l;Fair;
ZAF00224;2014-05-14;10:04;0.0;EC;0;;181.4;µS/cm;Fair;
ZAF00224;2014-05-14;10:04;0.0;DRP;0;<;0.02;mg/l;Fair;
ZAF00224;2014-03-12;08:20;0.0;Alk-Tot;0;;21.788;mg/l;Fair;
ZAF00224;2014-03-12;08:20;0.0;EC;0;;99.1;µS/cm;Fair;
ZAF00224;2014-03-12;08:20;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00224;2014-01-15;11:14;0.0;Alk-Tot;0;;67.778;mg/l;Fair;
ZAF00224;2014-01-15;11:14;0.0;EC;0;;113.02;µS/cm;Fair;
ZAF00224;2014-01-15;11:14;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2013-10-23;10:12;0.0;Alk-Tot;0;;67.698;mg/l;Fair;
ZAF00224;2013-10-23;10:12;0.0;EC;0;;167.18;µS/cm;Fair;
ZAF00224;2013-10-23;10:12;0.0;DRP;0;;0.011;mg/l;Fair;
ZAF00224;2013-07-31;10:34;0.0;Alk-Tot;0;;75.604;mg/l;Fair;
ZAF00224;2013-07-31;10:34;0.0;EC;0;;230.8;µS/cm;Fair;
ZAF00224;2013-07-31;10:34;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2013-06-05;11:08;0.0;Alk-Tot;0;;56.833;mg/l;Fair;
ZAF00224;2013-06-05;11:08;0.0;EC;0;;206.5;µS/cm;Fair;
ZAF00224;2013-06-05;11:08;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2013-04-10;10:55;0.0;Alk-Tot;0;;41.696;mg/l;Fair;
ZAF00224;2013-04-10;10:55;0.0;EC;0;;123.1;µS/cm;Fair;
ZAF00224;2013-04-10;10:55;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2013-02-13;10:40;0.0;Alk-Tot;0;;39.154;mg/l;Fair;
ZAF00224;2013-02-13;10:40;0.0;EC;0;;132.8;µS/cm;Fair;
ZAF00224;2013-02-13;10:40;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2012-12-12;11:40;0.0;Alk-Tot;0;;29.991;mg/l;Fair;
ZAF00224;2012-12-12;11:40;0.0;EC;0;;104.9;µS/cm;Fair;
ZAF00224;2012-12-12;11:40;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2012-10-24;11:00;0.0;Alk-Tot;0;;28.406;mg/l;Fair;
ZAF00224;2012-10-24;11:00;0.0;EC;0;;119.0;µS/cm;Fair;
ZAF00224;2012-10-24;11:00;0.0;DRP;0;;0.014;mg/l;Fair;
ZAF00224;2012-07-04;10:43;0.0;Alk-Tot;0;;50.458;mg/l;Fair;
ZAF00224;2012-07-04;10:43;0.0;EC;0;;198.8;µS/cm;Fair;
ZAF00224;2012-07-04;10:43;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2012-04-04;10:00;0.0;Alk-Tot;0;;34.252;mg/l;Fair;
ZAF00224;2012-04-04;10:00;0.0;EC;0;;128.4;µS/cm;Fair;
ZAF00224;2012-04-04;10:00;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2012-01-18;10:00;0.0;Alk-Tot;0;;58.026;mg/l;Fair;
ZAF00224;2012-01-18;10:00;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-10-24;12:43;0.0;Alk-Tot;0;;60.57;mg/l;Fair;
ZAF00224;2011-10-24;12:43;0.0;EC;0;;179.6;µS/cm;Fair;
ZAF00224;2011-10-24;12:43;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-08-31;10:46;0.0;Alk-Tot;0;;66.874;mg/l;Fair;
ZAF00224;2011-08-31;10:46;0.0;EC;0;;191.6;µS/cm;Fair;
ZAF00224;2011-08-31;10:46;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-07-06;10:00;0.0;Alk-Tot;0;;64.524;mg/l;Fair;
ZAF00224;2011-07-06;10:00;0.0;EC;0;;174.6;µS/cm;Fair;
ZAF00224;2011-07-06;10:00;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-05-11;11:24;0.0;Alk-Tot;0;;52.583;mg/l;Fair;
ZAF00224;2011-05-11;11:24;0.0;EC;0;;165.1;µS/cm;Fair;
ZAF00224;2011-05-11;11:24;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-02-15;10:25;0.0;Alk-Tot;0;;63.577;mg/l;Fair;
ZAF00224;2011-02-15;10:25;0.0;EC;0;;222.3;µS/cm;Fair;
ZAF00224;2011-02-15;10:25;0.0;DRP;0;;0.132;mg/l;Fair;
ZAF00224;2010-12-08;10:25;0.0;Alk-Tot;0;;46.612;mg/l;Fair;
ZAF00224;2010-12-08;10:25;0.0;EC;0;;90.8;µS/cm;Fair;
ZAF00224;2010-12-08;10:25;0.0;DRP;0;;0.027;mg/l;Fair;
ZAF00224;2010-10-20;12:32;0.0;Alk-Tot;0;;57.533;mg/l;Fair;
ZAF00224;2010-10-20;12:32;0.0;EC;0;;151.7;µS/cm;Fair;
ZAF00224;2010-10-20;12:32;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2010-07-28;10:28;0.0;Alk-Tot;0;;53.856;mg/l;Fair;
ZAF00224;2010-07-28;10:28;0.0;EC;0;;171.0;µS/cm;Fair;
ZAF00224;2010-07-28;10:28;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2010-06-02;09:15;0.0;Alk-Tot;0;;52.618;mg/l;Fair;
ZAF00224;2010-06-02;09:15;0.0;EC;0;;165.0;µS/cm;Fair;
ZAF00224;2010-06-02;09:15;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2010-04-08;10:49;0.0;Alk-Tot;0;;34.628;mg/l;Fair;
ZAF00224;2010-04-08;10:49;0.0;EC;0;;113.6;µS/cm;Fair;
ZAF00224;2010-04-08;10:49;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2010-01-19;13:45;0.0;Alk-Tot;0;;33.983;mg/l;Fair;
ZAF00224;2010-01-19;13:45;0.0;EC;0;;88.5;µS/cm;Fair;
ZAF00224;2010-01-19;13:45;0.0;DRP;0;;0.033;mg/l;Fair;
ZAF00224;2009-11-16;13:26;0.0;Alk-Tot;0;;37.966;mg/l;Fair;
ZAF00224;2009-11-16;13:26;0.0;EC;0;;100.2;µS/cm;Fair;
ZAF00224;2009-11-16;13:26;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-09-28;10:00;0.0;EC;0;;234.0;µS/cm;Fair;
ZAF00224;2009-09-28;10:00;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-07-20;10:00;0.0;Alk-Tot;0;;52.593;mg/l;Fair;
ZAF00224;2009-07-20;10:00;0.0;EC;0;;168.0;µS/cm;Fair;
ZAF00224;2009-07-20;10:00;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-01-13;10:00;0.0;Alk-Tot;0;;37.77;mg/l;Fair;
ZAF00224;2009-01-13;10:00;0.0;EC;0;;116.7;µS/cm;Fair;
ZAF00224;2009-01-13;10:00;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2008-09-30;16:20;0.0;Alk-Tot;0;;61.613;mg/l;Fair;
ZAF00224;2008-09-30;16:20;0.0;EC;0;;172.0;µS/cm;Fair;
ZAF00224;2008-09-30;16:20;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2008-10-24;13:00;0.0;Alk-Tot;0;;48.615;mg/l;Fair;
ZAF00224;2008-10-24;13:00;0.0;EC;0;;145.0;µS/cm;Fair;
ZAF00224;2008-10-24;13:00;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-05-25;12:35;0.0;Alk-Tot;0;;38.142;mg/l;Fair;
ZAF00224;2009-05-25;12:35;0.0;EC;0;;136.0;µS/cm;Fair;
ZAF00224;2009-05-25;12:35;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-08-17;14:54;0.0;Alk-Tot;0;;67.402;mg/l;Fair;
ZAF00224;2009-08-17;14:54;0.0;EC;0;;442.0;µS/cm;Fair;
ZAF00224;2009-08-17;14:54;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-10-19;12:23;0.0;Alk-Tot;0;;63.17;mg/l;Fair;
ZAF00224;2009-10-19;12:23;0.0;EC;0;;260.0;µS/cm;Fair;
ZAF00224;2009-10-19;12:23;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2009-12-07;14:50;0.0;Alk-Tot;0;;29.773;mg/l;Fair;
ZAF00224;2009-12-07;14:50;0.0;EC;0;;110.3;µS/cm;Fair;
ZAF00224;2009-12-07;14:50;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2010-03-10;12:13;0.0;Alk-Tot;0;;33.721;mg/l;Fair;
ZAF00224;2010-03-10;12:13;0.0;EC;0;;103.2;µS/cm;Fair;
ZAF00224;2010-03-10;12:13;0.0;DRP;0;<;0.012;mg/l;Fair;
ZAF00224;2010-05-05;10:32;0.0;Alk-Tot;0;;44.397;mg/l;Fair;
ZAF00224;2010-05-05;10:32;0.0;EC;0;;156.0;µS/cm;Fair;
ZAF00224;2010-05-05;10:32;0.0;DRP;0;<;0.011;mg/l;Fair;
ZAF00224;2010-06-30;10:00;0.0;Alk-Tot;0;;66.79;mg/l;Fair;
ZAF00224;2010-06-30;10:00;0.0;EC;0;;214.0;µS/cm;Fair;
ZAF00224;2010-06-30;10:00;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2010-09-22;10:00;0.0;Alk-Tot;0;;60.296;mg/l;Fair;
ZAF00224;2010-09-22;10:00;0.0;EC;0;;159.3;µS/cm;Fair;
ZAF00224;2010-09-22;10:00;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2010-11-17;10:45;0.0;Alk-Tot;0;;29.467;mg/l;Fair;
ZAF00224;2010-11-17;10:45;0.0;EC;0;;114.0;µS/cm;Fair;
ZAF00224;2010-11-17;10:45;0.0;DRP;0;;0.02;mg/l;Fair;
ZAF00224;2011-01-19;10:00;0.0;Alk-Tot;0;;36.253;mg/l;Fair;
ZAF00224;2011-01-19;10:00;0.0;EC;0;;107.9;µS/cm;Fair;
ZAF00224;2011-01-19;10:00;0.0;DRP;0;;0.03;mg/l;Fair;
ZAF00224;2011-04-13;10:20;0.0;Alk-Tot;0;;57.667;mg/l;Fair;
ZAF00224;2011-04-13;10:20;0.0;EC;0;;155.9;µS/cm;Fair;
ZAF00224;2011-04-13;10:20;0.0;DRP;0;<;0.01;mg/l;Fair;
ZAF00224;2011-06-08;10:10;0.0;Alk-Tot;0;;62.224;mg/l;Fair;
ZAF00224;2011-06-08;10:10;0.0;EC;0;;168.7;µS/cm;Fair;
ZAF00224;2011-06-08;10:10;0.0;DRP;0;;0.06;mg/l;Fair;
ZAF00224;2011-08-03;10:00;0.0;Alk-Tot;0;;37.648;mg/l;Fair;
ZAF00224;2011-08-03;10:00;0.0;EC;0;;149.9;µS/cm;Fair;
