GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
ZAF00240;1985-03-07;09:55;0.0;Alk-Tot;0;;233.9;mg/l;Fair;
ZAF00240;1985-03-07;09:55;0.0;EC;0;;1718.0;µS/cm;Fair;
ZAF00240;1985-03-07;09:55;0.0;DRP;0;;0.136;mg/l;Fair;
ZAF00240;1985-03-21;09:50;0.0;Alk-Tot;0;;269.0;mg/l;Fair;
ZAF00240;1985-03-21;09:50;0.0;EC;0;;2110.0;µS/cm;Fair;
ZAF00240;1985-03-21;09:50;0.0;DRP;0;;0.127;mg/l;Fair;
ZAF00240;1985-04-04;09:22;0.0;Alk-Tot;0;;268.1;mg/l;Fair;
ZAF00240;1985-04-04;09:22;0.0;EC;0;;2140.0;µS/cm;Fair;
ZAF00240;1985-04-04;09:22;0.0;DRP;0;;0.118;mg/l;Fair;
ZAF00240;1985-04-18;09:16;0.0;Alk-Tot;0;;243.9;mg/l;Fair;
ZAF00240;1985-04-18;09:16;0.0;EC;0;;1840.0;µS/cm;Fair;
ZAF00240;1985-04-18;09:16;0.0;DRP;0;;0.107;mg/l;Fair;
ZAF00240;1985-05-02;09:32;0.0;Alk-Tot;0;;231.4;mg/l;Fair;
ZAF00240;1985-05-02;09:32;0.0;EC;0;;1782.0;µS/cm;Fair;
ZAF00240;1985-05-02;09:32;0.0;DRP;0;;0.118;mg/l;Fair;
ZAF00240;1985-05-16;09:09;0.0;Alk-Tot;0;;200.2;mg/l;Fair;
ZAF00240;1985-05-16;09:09;0.0;EC;0;;1810.0;µS/cm;Fair;
ZAF00240;1985-05-16;09:09;0.0;DRP;0;;0.058;mg/l;Fair;
ZAF00240;1985-05-31;09:36;0.0;Alk-Tot;0;;240.6;mg/l;Fair;
ZAF00240;1985-05-31;09:36;0.0;EC;0;;2080.0;µS/cm;Fair;
ZAF00240;1985-05-31;09:36;0.0;DRP;0;;0.058;mg/l;Fair;
ZAF00240;1985-06-13;09:55;0.0;Alk-Tot;0;;238.2;mg/l;Fair;
ZAF00240;1985-06-13;09:55;0.0;EC;0;;2287.0;µS/cm;Fair;
ZAF00240;1985-06-13;09:55;0.0;DRP;0;;0.042;mg/l;Fair;
ZAF00240;1985-06-27;09:43;0.0;Alk-Tot;0;;194.1;mg/l;Fair;
ZAF00240;1985-06-27;09:43;0.0;EC;0;;1640.0;µS/cm;Fair;
ZAF00240;1985-06-27;09:43;0.0;DRP;0;;0.11;mg/l;Fair;
ZAF00240;1985-07-18;09:54;0.0;Alk-Tot;0;;237.3;mg/l;Fair;
ZAF00240;1985-07-18;09:54;0.0;EC;0;;2000.0;µS/cm;Fair;
ZAF00240;1985-07-18;09:54;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1985-08-01;09:45;0.0;Alk-Tot;0;;154.8;mg/l;Fair;
ZAF00240;1985-08-01;09:45;0.0;EC;0;;2112.0;µS/cm;Fair;
ZAF00240;1985-08-01;09:45;0.0;DRP;0;;0.024;mg/l;Fair;
ZAF00240;1985-08-15;09:16;0.0;Alk-Tot;0;;217.2;mg/l;Fair;
ZAF00240;1985-08-15;09:16;0.0;EC;0;;2336.0;µS/cm;Fair;
ZAF00240;1985-08-15;09:16;0.0;DRP;0;;0.014;mg/l;Fair;
ZAF00240;1985-08-29;09:58;0.0;Alk-Tot;0;;227.3;mg/l;Fair;
ZAF00240;1985-08-29;09:58;0.0;EC;0;;2363.0;µS/cm;Fair;
ZAF00240;1985-08-29;09:58;0.0;DRP;0;;0.014;mg/l;Fair;
ZAF00240;1985-09-12;10:06;0.0;Alk-Tot;0;;186.2;mg/l;Fair;
ZAF00240;1985-09-12;10:06;0.0;EC;0;;2112.0;µS/cm;Fair;
ZAF00240;1985-09-12;10:06;0.0;DRP;0;;0.062;mg/l;Fair;
ZAF00240;1985-09-26;09:37;0.0;Alk-Tot;0;;236.5;mg/l;Fair;
ZAF00240;1985-09-26;09:37;0.0;EC;0;;2240.0;µS/cm;Fair;
ZAF00240;1985-09-26;09:37;0.0;DRP;0;;0.022;mg/l;Fair;
ZAF00240;1985-10-10;09:11;0.0;Alk-Tot;0;;205.9;mg/l;Fair;
ZAF00240;1985-10-10;09:11;0.0;EC;0;;2240.0;µS/cm;Fair;
ZAF00240;1985-10-10;09:11;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1985-10-24;10:20;0.0;Alk-Tot;0;;212.0;mg/l;Fair;
ZAF00240;1985-10-24;10:20;0.0;EC;0;;1780.0;µS/cm;Fair;
ZAF00240;1985-10-24;10:20;0.0;DRP;0;;0.011;mg/l;Fair;
ZAF00240;1985-11-07;10:02;0.0;Alk-Tot;0;;125.0;mg/l;Fair;
ZAF00240;1985-11-07;10:02;0.0;EC;0;;820.0;µS/cm;Fair;
ZAF00240;1985-11-07;10:02;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1985-11-21;10:22;0.0;Alk-Tot;0;;88.1;mg/l;Fair;
ZAF00240;1985-11-21;10:22;0.0;EC;0;;790.0;µS/cm;Fair;
ZAF00240;1985-11-21;10:22;0.0;DRP;0;;0.441;mg/l;Fair;
ZAF00240;1985-12-05;11:45;0.0;Alk-Tot;0;;90.6;mg/l;Fair;
ZAF00240;1985-12-05;11:45;0.0;EC;0;;384.0;µS/cm;Fair;
ZAF00240;1985-12-05;11:45;0.0;DRP;0;;0.133;mg/l;Fair;
ZAF00240;1985-12-26;10:36;0.0;Alk-Tot;0;;111.3;mg/l;Fair;
ZAF00240;1985-12-26;10:36;0.0;EC;0;;400.0;µS/cm;Fair;
ZAF00240;1985-12-26;10:36;0.0;DRP;0;;0.129;mg/l;Fair;
ZAF00240;1986-01-09;09:18;0.0;Alk-Tot;0;;206.7;mg/l;Fair;
ZAF00240;1986-01-09;09:18;0.0;EC;0;;1457.0;µS/cm;Fair;
ZAF00240;1986-01-09;09:18;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1986-01-30;10:12;0.0;Alk-Tot;0;;160.9;mg/l;Fair;
ZAF00240;1986-01-30;10:12;0.0;EC;0;;1240.0;µS/cm;Fair;
ZAF00240;1986-01-30;10:12;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1986-02-13;11:55;0.0;Alk-Tot;0;;220.5;mg/l;Fair;
ZAF00240;1986-02-13;11:55;0.0;EC;0;;1840.0;µS/cm;Fair;
ZAF00240;1986-02-13;11:55;0.0;DRP;0;;0.034;mg/l;Fair;
ZAF00240;1986-02-27;09:57;0.0;Alk-Tot;0;;211.1;mg/l;Fair;
ZAF00240;1986-02-27;09:57;0.0;EC;0;;1860.0;µS/cm;Fair;
ZAF00240;1986-02-27;09:57;0.0;DRP;0;;0.046;mg/l;Fair;
ZAF00240;1986-03-13;10:21;0.0;Alk-Tot;0;;213.3;mg/l;Fair;
ZAF00240;1986-03-13;10:21;0.0;EC;0;;1960.0;µS/cm;Fair;
ZAF00240;1986-03-13;10:21;0.0;DRP;0;;0.04;mg/l;Fair;
ZAF00240;1986-04-03;10:25;0.0;Alk-Tot;0;;214.3;mg/l;Fair;
ZAF00240;1986-04-03;10:25;0.0;EC;0;;2080.0;µS/cm;Fair;
ZAF00240;1986-04-03;10:25;0.0;DRP;0;;0.1;mg/l;Fair;
ZAF00240;1986-04-17;09:40;0.0;Alk-Tot;0;;233.1;mg/l;Fair;
ZAF00240;1986-04-17;09:40;0.0;EC;0;;2150.0;µS/cm;Fair;
ZAF00240;1986-04-17;09:40;0.0;DRP;0;;0.043;mg/l;Fair;
ZAF00240;1986-05-02;09:50;0.0;Alk-Tot;0;;247.9;mg/l;Fair;
ZAF00240;1986-05-02;09:50;0.0;EC;0;;2313.0;µS/cm;Fair;
ZAF00240;1986-05-02;09:50;0.0;DRP;0;;0.041;mg/l;Fair;
ZAF00240;1986-05-16;11:17;0.0;Alk-Tot;0;;246.6;mg/l;Fair;
ZAF00240;1986-05-16;11:17;0.0;EC;0;;2176.0;µS/cm;Fair;
ZAF00240;1986-05-16;11:17;0.0;DRP;0;;0.083;mg/l;Fair;
ZAF00240;1986-05-29;15:00;0.0;Alk-Tot;0;;239.0;mg/l;Fair;
ZAF00240;1986-05-29;15:00;0.0;EC;0;;2413.0;µS/cm;Fair;
ZAF00240;1986-05-29;15:00;0.0;DRP;0;;0.047;mg/l;Fair;
ZAF00240;1986-06-12;09:18;0.0;Alk-Tot;0;;256.2;mg/l;Fair;
ZAF00240;1986-06-12;09:18;0.0;EC;0;;2407.0;µS/cm;Fair;
ZAF00240;1986-06-12;09:18;0.0;DRP;0;;0.09;mg/l;Fair;
ZAF00240;1986-06-26;10:13;0.0;Alk-Tot;0;;261.5;mg/l;Fair;
ZAF00240;1986-06-26;10:13;0.0;EC;0;;2259.0;µS/cm;Fair;
ZAF00240;1986-06-26;10:13;0.0;DRP;0;;0.033;mg/l;Fair;
ZAF00240;1986-07-10;09:37;0.0;Alk-Tot;0;;260.8;mg/l;Fair;
ZAF00240;1986-07-10;09:37;0.0;EC;0;;2317.0;µS/cm;Fair;
ZAF00240;1986-07-10;09:37;0.0;DRP;0;;0.03;mg/l;Fair;
ZAF00240;1986-07-24;09:52;0.0;Alk-Tot;0;;249.8;mg/l;Fair;
ZAF00240;1986-07-24;09:52;0.0;EC;0;;2400.0;µS/cm;Fair;
ZAF00240;1986-07-24;09:52;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1986-08-07;10:43;0.0;Alk-Tot;0;;247.5;mg/l;Fair;
ZAF00240;1986-08-07;10:43;0.0;EC;0;;2387.0;µS/cm;Fair;
ZAF00240;1986-08-07;10:43;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00240;1986-08-21;09:50;0.0;Alk-Tot;0;;244.7;mg/l;Fair;
ZAF00240;1986-08-21;09:50;0.0;EC;0;;2432.0;µS/cm;Fair;
ZAF00240;1986-08-21;09:50;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1986-09-04;10:30;0.0;Alk-Tot;0;;257.4;mg/l;Fair;
ZAF00240;1986-09-04;10:30;0.0;EC;0;;2522.0;µS/cm;Fair;
ZAF00240;1986-09-04;10:30;0.0;DRP;0;;0.116;mg/l;Fair;
ZAF00240;1986-09-18;09:00;0.0;Alk-Tot;0;;233.6;mg/l;Fair;
ZAF00240;1986-09-18;09:00;0.0;EC;0;;2560.0;µS/cm;Fair;
ZAF00240;1986-09-18;09:00;0.0;DRP;0;;0.029;mg/l;Fair;
ZAF00240;1986-10-02;08:07;0.0;Alk-Tot;0;;232.5;mg/l;Fair;
ZAF00240;1986-10-02;08:07;0.0;EC;0;;2592.0;µS/cm;Fair;
ZAF00240;1986-10-02;08:07;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00240;1986-10-16;08:41;0.0;Alk-Tot;0;;249.5;mg/l;Fair;
ZAF00240;1986-10-16;08:41;0.0;EC;0;;2170.0;µS/cm;Fair;
ZAF00240;1986-10-16;08:41;0.0;DRP;0;;0.043;mg/l;Fair;
ZAF00240;1986-11-06;08:35;0.0;Alk-Tot;0;;121.9;mg/l;Fair;
ZAF00240;1986-11-06;08:35;0.0;EC;0;;1040.0;µS/cm;Fair;
ZAF00240;1986-11-06;08:35;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1986-11-20;08:28;0.0;Alk-Tot;0;;237.8;mg/l;Fair;
ZAF00240;1986-11-20;08:28;0.0;EC;0;;2368.0;µS/cm;Fair;
ZAF00240;1986-11-20;08:28;0.0;DRP;0;;0.028;mg/l;Fair;
ZAF00240;1986-12-04;09:12;0.0;Alk-Tot;0;;166.6;mg/l;Fair;
ZAF00240;1986-12-04;09:12;0.0;EC;0;;1180.0;µS/cm;Fair;
ZAF00240;1986-12-04;09:12;0.0;DRP;0;;0.012;mg/l;Fair;
ZAF00240;1986-12-18;08:48;0.0;Alk-Tot;0;;212.4;mg/l;Fair;
ZAF00240;1986-12-18;08:48;0.0;EC;0;;1995.0;µS/cm;Fair;
ZAF00240;1986-12-18;08:48;0.0;DRP;0;;0.016;mg/l;Fair;
ZAF00240;1987-01-01;09:36;0.0;Alk-Tot;0;;207.0;mg/l;Fair;
ZAF00240;1987-01-01;09:36;0.0;EC;0;;2176.0;µS/cm;Fair;
ZAF00240;1987-01-01;09:36;0.0;DRP;0;;0.012;mg/l;Fair;
ZAF00240;1987-01-15;09:03;0.0;Alk-Tot;0;;221.2;mg/l;Fair;
ZAF00240;1987-01-15;09:03;0.0;EC;0;;2291.0;µS/cm;Fair;
ZAF00240;1987-01-15;09:03;0.0;DRP;0;;0.013;mg/l;Fair;
ZAF00240;1987-01-29;09:03;0.0;Alk-Tot;0;;213.6;mg/l;Fair;
ZAF00240;1987-01-29;09:03;0.0;EC;0;;2368.0;µS/cm;Fair;
ZAF00240;1987-01-29;09:03;0.0;DRP;0;;0.025;mg/l;Fair;
ZAF00240;1987-02-12;09:15;0.0;Alk-Tot;0;;225.6;mg/l;Fair;
ZAF00240;1987-02-12;09:15;0.0;EC;0;;2528.0;µS/cm;Fair;
ZAF00240;1987-02-12;09:15;0.0;DRP;0;;0.016;mg/l;Fair;
ZAF00240;1987-02-26;09:38;0.0;Alk-Tot;0;;233.8;mg/l;Fair;
ZAF00240;1987-02-26;09:38;0.0;EC;0;;2624.0;µS/cm;Fair;
ZAF00240;1987-02-26;09:38;0.0;DRP;0;;0.646;mg/l;Fair;
ZAF00240;1987-03-19;09:28;0.0;Alk-Tot;0;;241.8;mg/l;Fair;
ZAF00240;1987-03-19;09:28;0.0;EC;0;;2598.0;µS/cm;Fair;
ZAF00240;1987-03-19;09:28;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1987-04-02;09:10;0.0;Alk-Tot;0;;226.2;mg/l;Fair;
ZAF00240;1987-04-02;09:10;0.0;EC;0;;2880.0;µS/cm;Fair;
ZAF00240;1987-04-02;09:10;0.0;DRP;0;;0.012;mg/l;Fair;
ZAF00240;1987-04-23;09:34;0.0;Alk-Tot;0;;248.9;mg/l;Fair;
ZAF00240;1987-04-23;09:34;0.0;EC;0;;2899.0;µS/cm;Fair;
ZAF00240;1987-04-23;09:34;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1987-05-07;09:40;0.0;Alk-Tot;0;;241.3;mg/l;Fair;
ZAF00240;1987-05-07;09:40;0.0;EC;0;;2720.0;µS/cm;Fair;
ZAF00240;1987-05-07;09:40;0.0;DRP;0;;0.016;mg/l;Fair;
ZAF00240;1987-05-21;09:42;0.0;Alk-Tot;0;;267.4;mg/l;Fair;
ZAF00240;1987-05-21;09:42;0.0;EC;0;;2656.0;µS/cm;Fair;
ZAF00240;1987-05-21;09:42;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1987-06-04;10:23;0.0;Alk-Tot;0;;236.3;mg/l;Fair;
ZAF00240;1987-06-04;10:23;0.0;EC;0;;2560.0;µS/cm;Fair;
ZAF00240;1987-06-04;10:23;0.0;DRP;0;;0.015;mg/l;Fair;
ZAF00240;1987-06-18;09:50;0.0;Alk-Tot;0;;263.1;mg/l;Fair;
ZAF00240;1987-06-18;09:50;0.0;EC;0;;2560.0;µS/cm;Fair;
ZAF00240;1987-06-18;09:50;0.0;DRP;0;;0.015;mg/l;Fair;
ZAF00240;1987-07-03;09:33;0.0;Alk-Tot;0;;270.4;mg/l;Fair;
ZAF00240;1987-07-03;09:33;0.0;EC;0;;2656.0;µS/cm;Fair;
ZAF00240;1987-07-03;09:33;0.0;DRP;0;;0.033;mg/l;Fair;
ZAF00240;1987-07-16;09:46;0.0;Alk-Tot;0;;275.6;mg/l;Fair;
ZAF00240;1987-07-16;09:46;0.0;EC;0;;2688.0;µS/cm;Fair;
ZAF00240;1987-07-16;09:46;0.0;DRP;0;;0.028;mg/l;Fair;
ZAF00240;1987-07-30;09:43;0.0;Alk-Tot;0;;213.8;mg/l;Fair;
ZAF00240;1987-07-30;09:43;0.0;EC;0;;2714.0;µS/cm;Fair;
ZAF00240;1987-07-30;09:43;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1987-08-13;09:10;0.0;Alk-Tot;0;;289.8;mg/l;Fair;
ZAF00240;1987-08-13;09:10;0.0;EC;0;;2720.0;µS/cm;Fair;
ZAF00240;1987-08-13;09:10;0.0;DRP;0;;0.016;mg/l;Fair;
ZAF00240;1987-08-27;09:26;0.0;Alk-Tot;0;;253.3;mg/l;Fair;
ZAF00240;1987-08-27;09:26;0.0;EC;0;;2880.0;µS/cm;Fair;
ZAF00240;1987-08-27;09:26;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1987-09-10;08:50;0.0;Alk-Tot;0;;245.8;mg/l;Fair;
ZAF00240;1987-09-10;08:50;0.0;EC;0;;2720.0;µS/cm;Fair;
ZAF00240;1987-09-10;08:50;0.0;DRP;0;;0.035;mg/l;Fair;
ZAF00240;1987-09-24;09:40;0.0;Alk-Tot;0;;17.8;mg/l;Fair;
ZAF00240;1987-09-24;09:40;0.0;EC;0;;788.0;µS/cm;Fair;
ZAF00240;1987-09-24;09:40;0.0;DRP;0;;5.964;mg/l;Fair;
ZAF00240;1987-10-07;14:00;0.0;Alk-Tot;0;;282.4;mg/l;Fair;
ZAF00240;1987-10-07;14:00;0.0;EC;0;;2572.0;µS/cm;Fair;
ZAF00240;1987-10-07;14:00;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1987-10-15;09:21;0.0;Alk-Tot;0;;280.5;mg/l;Fair;
ZAF00240;1987-10-15;09:21;0.0;EC;0;;2560.0;µS/cm;Fair;
ZAF00240;1987-10-15;09:21;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1987-10-29;09:22;0.0;Alk-Tot;0;;234.4;mg/l;Fair;
ZAF00240;1987-10-29;09:22;0.0;EC;0;;2368.0;µS/cm;Fair;
ZAF00240;1987-10-29;09:22;0.0;DRP;0;;0.019;mg/l;Fair;
ZAF00240;1987-11-12;09:22;0.0;Alk-Tot;0;;219.8;mg/l;Fair;
ZAF00240;1987-11-12;09:22;0.0;EC;0;;2496.0;µS/cm;Fair;
ZAF00240;1987-11-12;09:22;0.0;DRP;0;;0.021;mg/l;Fair;
ZAF00240;1987-11-26;09:40;0.0;Alk-Tot;0;;171.3;mg/l;Fair;
ZAF00240;1987-11-26;09:40;0.0;EC;0;;2622.0;µS/cm;Fair;
ZAF00240;1987-11-26;09:40;0.0;DRP;0;;0.018;mg/l;Fair;
ZAF00240;1987-12-10;09:21;0.0;Alk-Tot;0;;232.8;mg/l;Fair;
ZAF00240;1987-12-10;09:21;0.0;EC;0;;2474.0;µS/cm;Fair;
ZAF00240;1987-12-10;09:21;0.0;DRP;0;;0.039;mg/l;Fair;
ZAF00240;1987-12-24;09:37;0.0;Alk-Tot;0;;187.2;mg/l;Fair;
ZAF00240;1987-12-24;09:37;0.0;EC;0;;2517.0;µS/cm;Fair;
ZAF00240;1987-12-24;09:37;0.0;DRP;0;;0.03;mg/l;Fair;
ZAF00240;1988-02-25;09:49;0.0;Alk-Tot;0;;239.2;mg/l;Fair;
ZAF00240;1988-02-25;09:49;0.0;EC;0;;2207.0;µS/cm;Fair;
ZAF00240;1988-02-25;09:49;0.0;DRP;0;;0.026;mg/l;Fair;
ZAF00240;1988-03-10;09:17;0.0;Alk-Tot;0;;258.0;mg/l;Fair;
ZAF00240;1988-03-10;09:17;0.0;EC;0;;2316.0;µS/cm;Fair;
ZAF00240;1988-03-10;09:17;0.0;DRP;0;;0.03;mg/l;Fair;
ZAF00240;1988-03-24;09:38;0.0;Alk-Tot;0;;574.8;mg/l;Fair;
ZAF00240;1988-03-24;09:38;0.0;EC;0;;2742.0;µS/cm;Fair;
ZAF00240;1988-03-24;09:38;0.0;DRP;0;;7.628;mg/l;Fair;
ZAF00240;1988-04-07;10:19;0.0;Alk-Tot;0;;114.2;mg/l;Fair;
ZAF00240;1988-04-07;10:19;0.0;EC;0;;528.0;µS/cm;Fair;
ZAF00240;1988-04-07;10:19;0.0;DRP;0;;0.158;mg/l;Fair;
ZAF00240;1988-04-21;09:52;0.0;Alk-Tot;0;;232.2;mg/l;Fair;
ZAF00240;1988-04-21;09:52;0.0;EC;0;;1495.0;µS/cm;Fair;
ZAF00240;1988-04-21;09:52;0.0;DRP;0;;0.014;mg/l;Fair;
ZAF00240;1988-05-05;09:37;0.0;Alk-Tot;0;;263.6;mg/l;Fair;
ZAF00240;1988-05-05;09:37;0.0;EC;0;;1660.0;µS/cm;Fair;
ZAF00240;1988-05-05;09:37;0.0;DRP;0;;0.017;mg/l;Fair;
ZAF00240;1988-05-19;09:32;0.0;Alk-Tot;0;;244.9;mg/l;Fair;
ZAF00240;1988-05-19;09:32;0.0;EC;0;;1989.0;µS/cm;Fair;
ZAF00240;1988-05-19;09:32;0.0;DRP;0;;0.015;mg/l;Fair;
ZAF00240;1988-06-02;09:39;0.0;Alk-Tot;0;;253.3;mg/l;Fair;
ZAF00240;1988-06-02;09:39;0.0;EC;0;;2158.0;µS/cm;Fair;
ZAF00240;1988-06-02;09:39;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00240;1988-06-16;09:23;0.0;Alk-Tot;0;;276.2;mg/l;Fair;
ZAF00240;1988-06-16;09:23;0.0;EC;0;;2233.0;µS/cm;Fair;
ZAF00240;1988-06-16;09:23;0.0;DRP;0;;0.028;mg/l;Fair;
ZAF00240;1988-06-30;09:07;0.0;Alk-Tot;0;;263.6;mg/l;Fair;
ZAF00240;1988-06-30;09:07;0.0;EC;0;;2302.0;µS/cm;Fair;
ZAF00240;1988-06-30;09:07;0.0;DRP;0;;0.108;mg/l;Fair;
ZAF00240;1988-07-14;09:48;0.0;Alk-Tot;0;;268.3;mg/l;Fair;
ZAF00240;1988-07-14;09:48;0.0;EC;0;;2371.0;µS/cm;Fair;
ZAF00240;1988-07-14;09:48;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00240;1988-07-28;09:16;0.0;Alk-Tot;0;;291.3;mg/l;Fair;
ZAF00240;1988-07-28;09:16;0.0;EC;0;;2080.0;µS/cm;Fair;
ZAF00240;1988-07-28;09:16;0.0;DRP;0;;0.028;mg/l;Fair;
ZAF00240;1988-12-29;09:00;0.0;Alk-Tot;0;;173.1;mg/l;Fair;
ZAF00240;1988-12-29;09:00;0.0;EC;0;;828.0;µS/cm;Fair;
ZAF00240;1988-12-29;09:00;0.0;DRP;0;;0.031;mg/l;Fair;
ZAF00240;1988-12-15;09:13;0.0;Alk-Tot;0;;247.5;mg/l;Fair;
ZAF00240;1988-12-15;09:13;0.0;EC;0;;1394.0;µS/cm;Fair;
ZAF00240;1988-12-15;09:13;0.0;DRP;0;;0.024;mg/l;Fair;
ZAF00240;1988-12-01;09:03;0.0;Alk-Tot;0;;143.3;mg/l;Fair;
ZAF00240;1988-12-01;09:03;0.0;EC;0;;778.0;µS/cm;Fair;
ZAF00240;1988-12-01;09:03;0.0;DRP;0;;0.065;mg/l;Fair;
ZAF00240;1988-11-17;09:28;0.0;Alk-Tot;0;;237.1;mg/l;Fair;
ZAF00240;1988-11-17;09:28;0.0;EC;0;;1490.0;µS/cm;Fair;
ZAF00240;1988-11-17;09:28;0.0;DRP;0;;0.023;mg/l;Fair;
ZAF00240;1988-11-03;09:33;0.0;Alk-Tot;0;;74.3;mg/l;Fair;
ZAF00240;1988-11-03;09:33;0.0;EC;0;;299.0;µS/cm;Fair;
ZAF00240;1988-11-03;09:33;0.0;DRP;0;;0.136;mg/l;Fair;
ZAF00240;1988-10-20;08:00;0.0;Alk-Tot;0;;233.1;mg/l;Fair;
ZAF00240;1988-10-20;08:00;0.0;EC;0;;1925.0;µS/cm;Fair;
ZAF00240;1988-10-20;08:00;0.0;DRP;0;;0.042;mg/l;Fair;
ZAF00240;1988-09-29;09:30;0.0;Alk-Tot;0;;239.4;mg/l;Fair;
ZAF00240;1988-09-29;09:30;0.0;EC;0;;1582.0;µS/cm;Fair;
ZAF00240;1988-09-29;09:30;0.0;DRP;0;;0.051;mg/l;Fair;
ZAF00240;1988-09-15;09:27;0.0;Alk-Tot;0;;246.3;mg/l;Fair;
ZAF00240;1988-09-15;09:27;0.0;EC;0;;2574.0;µS/cm;Fair;
ZAF00240;1988-09-15;09:27;0.0;DRP;0;;0.054;mg/l;Fair;
ZAF00240;1988-08-25;09:33;0.0;Alk-Tot;0;;276.4;mg/l;Fair;
ZAF00240;1988-08-25;09:33;0.0;EC;0;;2346.0;µS/cm;Fair;
ZAF00240;1988-08-25;09:33;0.0;DRP;0;;0.032;mg/l;Fair;
ZAF00240;1988-08-11;09:15;0.0;Alk-Tot;0;;245.9;mg/l;Fair;
ZAF00240;1988-08-11;09:15;0.0;EC;0;;2059.0;µS/cm;Fair;
ZAF00240;1988-08-11;09:15;0.0;DRP;0;;0.018;mg/l;Fair;
ZAF00240;1988-08-18;09:53;0.0;Alk-Tot;0;;277.6;mg/l;Fair;
ZAF00240;1988-08-18;09:53;0.0;EC;0;;2084.0;µS/cm;Fair;
ZAF00240;1988-08-18;09:53;0.0;DRP;0;;0.038;mg/l;Fair;
ZAF00240;1988-09-01;09:17;0.0;Alk-Tot;0;;277.5;mg/l;Fair;
ZAF00240;1988-09-01;09:17;0.0;EC;0;;2359.0;µS/cm;Fair;
ZAF00240;1988-09-01;09:17;0.0;DRP;0;;0.046;mg/l;Fair;
ZAF00240;1988-09-22;09:13;0.0;Alk-Tot;0;;243.7;mg/l;Fair;
ZAF00240;1988-09-22;09:13;0.0;EC;0;;1655.0;µS/cm;Fair;
ZAF00240;1988-09-22;09:13;0.0;DRP;0;;6.642;mg/l;Fair;
ZAF00240;1988-10-06;09:16;0.0;Alk-Tot;0;;229.4;mg/l;Fair;
ZAF00240;1988-10-06;09:16;0.0;EC;0;;1656.0;µS/cm;Fair;
ZAF00240;1988-10-06;09:16;0.0;DRP;0;;0.031;mg/l;Fair;
ZAF00240;1988-10-27;09:11;0.0;Alk-Tot;0;;239.4;mg/l;Fair;
ZAF00240;1988-10-27;09:11;0.0;EC;0;;2020.0;µS/cm;Fair;
ZAF00240;1988-10-27;09:11;0.0;DRP;0;;0.037;mg/l;Fair;
ZAF00240;1988-11-10;09:28;0.0;Alk-Tot;0;;125.2;mg/l;Fair;
ZAF00240;1988-11-10;09:28;0.0;EC;0;;741.0;µS/cm;Fair;
ZAF00240;1988-11-10;09:28;0.0;DRP;0;;0.074;mg/l;Fair;
ZAF00240;1988-11-24;09:07;0.0;Alk-Tot;0;;250.2;mg/l;Fair;
ZAF00240;1988-11-24;09:07;0.0;EC;0;;1610.0;µS/cm;Fair;
ZAF00240;1988-11-24;09:07;0.0;DRP;0;;0.016;mg/l;Fair;
ZAF00240;1988-12-08;09:27;0.0;Alk-Tot;0;;246.7;mg/l;Fair;
ZAF00240;1988-12-08;09:27;0.0;EC;0;;1492.0;µS/cm;Fair;
ZAF00240;1988-12-08;09:27;0.0;DRP;0;;0.032;mg/l;Fair;
ZAF00240;1988-12-22;09:05;0.0;Alk-Tot;0;;129.8;mg/l;Fair;
ZAF00240;1988-12-22;09:05;0.0;EC;0;;638.0;µS/cm;Fair;
ZAF00240;1988-12-22;09:05;0.0;DRP;0;;0.051;mg/l;Fair;
ZAF00240;1989-01-05;08:43;0.0;Alk-Tot;0;;250.1;mg/l;Fair;
ZAF00240;1989-01-05;08:43;0.0;DRP;0;;0.024;mg/l;Fair;
ZAF00240;1996-07-11;10:14;0.0;Alk-Tot;0;;323.5;mg/l;Fair;
ZAF00240;1996-07-11;10:14;0.0;EC;0;;1830.0;µS/cm;Fair;
ZAF00240;1996-07-11;10:14;0.0;DRP;0;;0.091;mg/l;Fair;
ZAF00240;1996-05-30;09:55;0.0;Alk-Tot;0;;666.4;mg/l;Fair;
